event_id,customer_id,event_type,page_url,event_timestamp,device_type,time_diff,new_session,session_id
210,2.0,Logout,/products,2025-05-27 19:25:34+00:00,Mobile,1 days 06:02:00,True,10
1100,2.0,SEARCH,/help,2025-05-30 20:55:29+00:00,Other,3 days 01:29:55,True,11
897,2.0,PURCHASE,/cart,2025-06-07 11:36:41+00:00,Mobile,7 days 14:41:12,True,12
15,2.0,Add_To_Cart,/product/101,2025-06-13 12:52:27+00:00,Other,6 days 01:15:46,True,13
1353,2.0, page_view,/orders,2025-06-18 05:11:14+00:00,Other,4 days 16:18:47,True,14
510,2.0,serach,/account,2025-07-08 18:38:46+00:00,Desktop,20 days 13:27:32,True,15
1991,2.0,Logout,/product/101,2025-07-18 13:18:13+00:00,Mobile,9 days 18:39:27,True,16
607,3.0,PAGEVIEW,/product/105,2025-01-17 07:56:06+00:00,Mobile,,False,0
707,3.0,clik,/help,2025-02-06 02:27:00+00:00,Other,19 days 18:30:54,True,1
1666,3.0,page_view,/cart,2025-03-06 17:13:50+00:00,Desktop,28 days 14:46:50,True,2
985,3.0,Click,/cart,2025-04-06 00:20:00+00:00,Other,30 days 07:06:10,True,3
944,3.0,SEARCH,/products,2025-04-21 03:50:12+00:00,Desktop,15 days 03:30:12,True,4
509,3.0,clik,/search,2025-04-26 18:15:00+00:00,Other,5 days 14:24:48,True,5
952,3.0,add-to-cart,/product/105,2025-05-18 04:24:38+00:00,Mobile,21 days 10:09:38,True,6
849,3.0,purchase,/checkout,2025-05-23 06:26:03+00:00,Mobile,5 days 02:01:25,True,7
207,3.0,pageview,/home,2025-06-08 02:48:47+00:00,Mobile,15 days 20:22:44,True,8
1124,3.0,add-to-cart,/checkout,2025-07-04 12:35:01+00:00,Other,26 days 09:46:14,True,9
917,3.0,Page_View,/checkout,2025-07-05 07:19:53+00:00,Desktop,0 days 18:44:52,True,10
795,3.0,Add_To_Cart,/orders,2025-07-13 04:49:06+00:00,Desktop,7 days 21:29:13,True,11
589,4.0,Logout,/cart,2025-01-03 15:51:00+00:00,Other,,False,0
771,4.0,add-to-cart,/product/101,2025-01-19 06:42:00+00:00,Mobile,15 days 14:51:00,True,1
1839,4.0, purchase ,/home,2025-01-21 12:59:00+00:00,Mobile,2 days 06:17:00,True,2
1033,4.0,ADD TO CART,/checkout,2025-03-05 08:28:50+00:00,Other,42 days 19:29:50,True,3
1561,4.0,SEARCH,/products,2025-04-11 05:09:36+00:00,Desktop,36 days 20:40:46,True,4
308,4.0,Add_To_Cart,/product/101,2025-04-11 21:08:05+00:00,Other,0 days 15:58:29,True,5
1050,4.0,purchase,/checkout,2025-04-14 18:44:00+00:00,Other,2 days 21:35:55,True,6
121,4.0,Add_To_Cart,/help,2025-05-07 17:19:00+00:00,Mobile,22 days 22:35:00,True,7
822,4.0,Click,/products,2025-05-08 21:30:20+00:00,Desktop,1 days 04:11:20,True,8
1897,4.0,ADD TO CART,/home,2025-06-13 09:36:08+00:00,Mobile,35 days 12:05:48,True,9
1440,4.0, page_view,/search,2025-06-20 02:53:53+00:00,Desktop,6 days 17:17:45,True,10
1428,4.0,page_view,/search,2025-06-20 14:07:00+00:00,Mobile,0 days 11:13:07,True,11
1823,5.0,purchase,/home,2025-01-16 16:29:00+00:00,Other,,False,0
273,5.0,search,/orders,2025-02-23 15:24:00+00:00,Other,37 days 22:55:00,True,1
1849,5.0,Click,/checkout,2025-03-05 06:11:00+00:00,Desktop,9 days 14:47:00,True,2
743,5.0,purchase,/checkout,2025-05-02 06:03:13+00:00,Other,57 days 23:52:13,True,3
923,5.0,PAGEVIEW,/home,2025-05-02 10:21:41+00:00,Mobile,0 days 04:18:28,True,4
1357,5.0,pageview,/product/105,2025-05-19 13:46:38+00:00,Desktop,17 days 03:24:57,True,5
1887,5.0,clik,/orders,2025-06-22 13:03:00+00:00,Other,33 days 23:16:22,True,6
250,5.0,Purchase,/search,2025-06-28 16:29:20+00:00,Mobile,6 days 03:26:20,True,7
915,6.0,clik,/product/101,2025-01-01 09:17:00+00:00,Mobile,,False,0
1293,6.0,purchase,/home,2025-01-01 21:16:56+00:00,Other,0 days 11:59:56,True,1
1131,6.0,Page_View,/product/105,2025-01-02 11:44:05+00:00,Other,0 days 14:27:09,True,2
870,6.0,Logout,/home,2025-01-07 11:13:18+00:00,Other,4 days 23:29:13,True,3
1323,6.0,SEARCH,/help,2025-01-14 03:42:00+00:00,Mobile,6 days 16:28:42,True,4
1850,6.0,ADD TO CART,/checkout,2025-01-16 03:39:56+00:00,Desktop,1 days 23:57:56,True,5
1160,6.0,add-to-cart,/products,2025-01-20 06:30:31+00:00,Mobile,4 days 02:50:35,True,6
384,6.0,Search,/cart,2025-01-28 20:44:00+00:00,Mobile,8 days 14:13:29,True,7
419,6.0,Logout,/search,2025-02-17 06:35:45+00:00,Other,19 days 09:51:45,True,8
608,6.0,PAGEVIEW,/checkout,2025-02-18 19:13:59+00:00,Other,1 days 12:38:14,True,9
572,6.0,Page_View,/product/105,2025-02-24 07:30:00+00:00,Other,5 days 12:16:01,True,10
221,6.0,Purchase,/products,2025-03-01 01:42:13+00:00,Other,4 days 18:12:13,True,11
198,6.0,LOG OUT,/product/101,2025-03-07 00:21:29+00:00,Mobile,5 days 22:39:16,True,12
1008,6.0,Logout,/product/101,2025-03-31 07:05:26+00:00,Mobile,24 days 06:43:57,True,13
838,6.0,Logout,/cart,2025-04-12 15:42:07+00:00,Mobile,12 days 08:36:41,True,14
1563,6.0,serach,/product/101,2025-05-12 12:23:23+00:00,Desktop,29 days 20:41:16,True,15
882,6.0,Purchase,/help,2025-05-18 06:49:40+00:00,Other,5 days 18:26:17,True,16
1273,6.0,purchase,/products,2025-05-21 14:45:08+00:00,Desktop,3 days 07:55:28,True,17
136,6.0,PURCHASE,/product/105,2025-05-25 01:09:48+00:00,Mobile,3 days 10:24:40,True,18
939,6.0, purchase ,/checkout,2025-06-03 21:23:00+00:00,Other,9 days 20:13:12,True,19
445,6.0,purchase,/account,2025-06-03 23:19:00+00:00,Desktop,0 days 01:56:00,True,20
987,6.0, purchase ,/product/105,2025-06-05 18:24:03+00:00,Mobile,1 days 19:05:03,True,21
1538,6.0,clik,/orders,2025-06-24 04:45:56+00:00,Desktop,18 days 10:21:53,True,22
1302,6.0,add-to-cart,/product/101,2025-07-12 11:48:18+00:00,Mobile,18 days 07:02:22,True,23
1861,7.0, purchase ,/help,2025-02-05 08:29:38+00:00,Other,,False,0
1694,7.0,purchase,/products,2025-02-11 13:56:41+00:00,Mobile,6 days 05:27:03,True,1
1324,7.0,logout,/cart,2025-02-16 00:45:00+00:00,Mobile,4 days 10:48:19,True,2
206,7.0,add_to_cart,/help,2025-03-08 13:24:28+00:00,Other,20 days 12:39:28,True,3
1705,7.0,logout,/cart,2025-03-20 08:30:00+00:00,Desktop,11 days 19:05:32,True,4
1228,7.0,add-to-cart,/product/101,2025-04-29 21:25:50+00:00,Other,40 days 12:55:50,True,5
905,7.0, purchase ,/search,2025-05-09 03:15:00+00:00,Other,9 days 05:49:10,True,6
433,7.0,PURCHASE,/home,2025-05-16 20:59:04+00:00,Desktop,7 days 17:44:04,True,7
702,7.0,Click,/orders,2025-06-16 11:40:00+00:00,Other,30 days 14:40:56,True,8
1638,8.0,SEARCH,/product/105,2025-02-14 07:47:37+00:00,Desktop,,False,0
1336,8.0,Purchase,/products,2025-02-19 19:21:52+00:00,Mobile,5 days 11:34:15,True,1
1970,8.0,CLICK ,/cart,2025-03-04 18:20:00+00:00,Desktop,12 days 22:58:08,True,2
108,8.0,Click,/cart,2025-03-22 12:44:53+00:00,Other,17 days 18:24:53,True,3
1898,8.0,log_out,/products,2025-04-13 21:46:28+00:00,Other,22 days 09:01:35,True,4
1121,8.0,CLICK ,/product/105,2025-04-19 22:52:54+00:00,Desktop,6 days 01:06:26,True,5
1053,8.0,Page_View,/home,2025-05-16 00:00:00+00:00,Desktop,26 days 01:07:06,True,6
486,8.0,clik,/checkout,2025-06-21 19:45:47+00:00,Mobile,36 days 19:45:47,True,7
1600,8.0,add-to-cart,/product/105,2025-07-04 15:42:00+00:00,Mobile,12 days 19:56:13,True,8
975,8.0,clik,/search,2025-07-20 01:20:50+00:00,Mobile,15 days 09:38:50,True,9
1881,9.0,add_to_cart,/orders,2025-01-06 02:53:00+00:00,Desktop,,False,0
1625,9.0,Logout,/help,2025-01-08 04:57:00+00:00,Mobile,2 days 02:04:00,True,1
1574,9.0,Add_To_Cart,/products,2025-03-15 11:01:34+00:00,Mobile,66 days 06:04:34,True,2
329,9.0,click,/cart,2025-04-16 16:13:44+00:00,Mobile,32 days 05:12:10,True,3
367,9.0, purchase ,/help,2025-04-26 10:50:00+00:00,Mobile,9 days 18:36:16,True,4
103,9.0,ADD TO CART,/checkout,2025-04-27 00:23:00+00:00,Desktop,0 days 13:33:00,True,5
1890,9.0,add_to_cart,/orders,2025-05-13 23:38:36+00:00,Mobile,16 days 23:15:36,True,6
1386,9.0,Logout,/home,2025-06-09 02:03:24+00:00,Mobile,26 days 02:24:48,True,7
577,9.0,Click,/product/105,2025-06-27 11:20:00+00:00,Desktop,18 days 09:16:36,True,8
1480,9.0,Purchase,/home,2025-07-02 20:12:00+00:00,Desktop,5 days 08:52:00,True,9
24,9.0,purchase,/cart,2025-07-16 04:49:41+00:00,Other,13 days 08:37:41,True,10
1940,9.0, page_view,/account,2025-07-19 19:04:00+00:00,Mobile,3 days 14:14:19,True,11
1855,10.0,ADD TO CART,/cart,2025-01-04 12:11:00+00:00,Mobile,,False,0
130,10.0,PAGEVIEW,/home,2025-01-27 02:21:00+00:00,Mobile,22 days 14:10:00,True,1
1685,10.0,CLICK ,/products,2025-03-04 09:53:29+00:00,Other,36 days 07:32:29,True,2
1169,10.0,clik,/checkout,2025-03-09 13:03:00+00:00,Mobile,5 days 03:09:31,True,3
208,10.0,logout,/cart,2025-03-19 19:05:00+00:00,Other,10 days 06:02:00,True,4
853,10.0,pageview,/products,2025-03-25 18:23:53+00:00,Other,5 days 23:18:53,True,5
585,10.0,Logout,/checkout,2025-03-26 08:19:47+00:00,Desktop,0 days 13:55:54,True,6
398,10.0,serach,/help,2025-04-18 06:47:00+00:00,Desktop,22 days 22:27:13,True,7
1647,10.0, page_view,/cart,2025-06-11 07:38:00+00:00,Mobile,54 days 00:51:00,True,8
299,10.0,PURCHASE,/help,2025-06-21 13:27:00+00:00,Desktop,10 days 05:49:00,True,9
995,10.0,LOG OUT,/search,2025-06-27 23:52:27+00:00,Other,6 days 10:25:27,True,10
737,10.0,PURCHASE,/search,2025-07-15 14:41:59+00:00,Mobile,17 days 14:49:32,True,11
1241,10.0,page_view,/product/105,2025-07-17 08:11:00+00:00,Other,1 days 17:29:01,True,12
1404,11.0,log_out,/products,2025-01-30 04:25:03+00:00,Mobile,,False,0
1986,11.0, page_view,/cart,2025-02-03 15:17:01+00:00,Other,4 days 10:51:58,True,1
603,11.0,clik,/product/101,2025-03-13 05:10:53+00:00,Mobile,37 days 13:53:52,True,2
285,11.0,search,/checkout,2025-04-17 11:50:45+00:00,Desktop,35 days 06:39:52,True,3
730,11.0,logout,/help,2025-05-04 01:03:20+00:00,Desktop,16 days 13:12:35,True,4
788,11.0,Click,/account,2025-05-11 10:03:00+00:00,Other,7 days 08:59:40,True,5
1441,11.0,purchase,/products,2025-05-11 15:43:52+00:00,Desktop,0 days 05:40:52,True,6
363,11.0,SEARCH,/search,2025-05-14 19:05:00+00:00,Mobile,3 days 03:21:08,True,7
1617,11.0,LOG OUT,/orders,2025-05-24 18:48:21+00:00,Other,9 days 23:43:21,True,8
1722,11.0,add_to_cart,/home,2025-06-08 21:58:55+00:00,Mobile,15 days 03:10:34,True,9
204,11.0,click,/products,2025-06-11 06:55:00+00:00,Mobile,2 days 08:56:05,True,10
409,11.0,add_to_cart,/orders,2025-06-22 11:56:03+00:00,Other,11 days 05:01:03,True,11
1092,11.0,Page_View,/product/101,2025-06-23 12:58:09+00:00,Desktop,1 days 01:02:06,True,12
1943,11.0,PAGEVIEW,/search,2025-07-03 19:25:00+00:00,Desktop,10 days 06:26:51,True,13
1786,12.0,SEARCH,/orders,2025-01-03 15:47:00+00:00,Other,,False,0
763,12.0,Add_To_Cart,/account,2025-01-06 13:04:31+00:00,Mobile,2 days 21:17:31,True,1
674,12.0,PURCHASE,/products,2025-01-20 23:15:05+00:00,Mobile,14 days 10:10:34,True,2
1870,12.0,Click,/product/105,2025-01-23 09:36:36+00:00,Mobile,2 days 10:21:31,True,3
1754,12.0, page_view,/product/101,2025-01-28 06:34:00+00:00,Mobile,4 days 20:57:24,True,4
1785,12.0,Search,/product/105,2025-02-02 18:47:59+00:00,Other,5 days 12:13:59,True,5
1488,12.0,log_out,/cart,2025-02-03 06:53:35+00:00,Desktop,0 days 12:05:36,True,6
1036,12.0,add-to-cart,/product/101,2025-02-21 08:54:00+00:00,Other,18 days 02:00:25,True,7
668,12.0,ADD TO CART,/product/101,2025-02-27 08:00:00+00:00,Desktop,5 days 23:06:00,True,8
1164,12.0,SEARCH,/search,2025-03-04 04:07:01+00:00,Mobile,4 days 20:07:01,True,9
1174,12.0,add_to_cart,/cart,2025-03-11 09:38:32+00:00,Other,7 days 05:31:31,True,10
1059,12.0,add-to-cart,/orders,2025-03-14 10:08:28+00:00,Desktop,3 days 00:29:56,True,11
87,12.0,page_view,/checkout,2025-03-18 04:24:49+00:00,Mobile,3 days 18:16:21,True,12
89,12.0,click,/help,2025-03-31 13:20:50+00:00,Desktop,13 days 08:56:01,True,13
231,12.0,click,/account,2025-04-05 01:44:00+00:00,Desktop,4 days 12:23:10,True,14
1403,12.0,PURCHASE,/orders,2025-06-06 06:58:00+00:00,Other,62 days 05:14:00,True,15
1912,12.0,logout,/account,2025-06-25 03:46:00+00:00,Mobile,18 days 20:48:00,True,16
525,13.0,pageview,/home,2025-01-29 11:12:32+00:00,Other,,False,0
1952,13.0,ADD TO CART,/orders,2025-02-11 12:15:11+00:00,Mobile,13 days 01:02:39,True,1
173,13.0,page_view,/product/101,2025-02-13 10:22:00+00:00,Desktop,1 days 22:06:49,True,2
1801,13.0,serach,/home,2025-02-21 05:03:44+00:00,Mobile,7 days 18:41:44,True,3
1274,13.0,pageview,/account,2025-03-13 20:37:00+00:00,Desktop,20 days 15:33:16,True,4
499,13.0,Logout,/search,2025-04-10 15:17:36+00:00,Other,27 days 18:40:36,True,5
341,13.0,Logout,/product/105,2025-04-28 12:45:55+00:00,Mobile,17 days 21:28:19,True,6
261,13.0,purchase,/home,2025-05-15 02:06:16+00:00,Mobile,16 days 13:20:21,True,7
1775,13.0,PAGEVIEW,/products,2025-05-23 20:23:00+00:00,Other,8 days 18:16:44,True,8
1681,13.0,Purchase,/cart,2025-06-01 18:57:00+00:00,Other,8 days 22:34:00,True,9
599,13.0,Page_View,/product/101,2025-06-10 17:18:42+00:00,Desktop,8 days 22:21:42,True,10
1003,13.0,add_to_cart,/account,2025-06-16 09:14:44+00:00,Other,5 days 15:56:02,True,11
142,13.0,LOG OUT,/account,2025-06-17 15:36:00+00:00,Mobile,1 days 06:21:16,True,12
46,13.0,Page_View,/product/105,2025-06-27 18:30:17+00:00,Mobile,10 days 02:54:17,True,13
373,13.0,log_out,/search,2025-07-11 07:46:43+00:00,Desktop,13 days 13:16:26,True,14
790,14.0,Search,/products,2025-01-14 01:36:17+00:00,Mobile,,False,0
1101,14.0,Page_View,/product/105,2025-01-21 05:05:45+00:00,Mobile,7 days 03:29:28,True,1
1835,14.0,PURCHASE,/search,2025-01-31 15:06:27+00:00,Mobile,10 days 10:00:42,True,2
1837,14.0,logout,/product/105,2025-02-15 05:01:57+00:00,Other,14 days 13:55:30,True,3
153,14.0,ADD TO CART,/checkout,2025-03-08 20:45:57+00:00,Desktop,21 days 15:44:00,True,4
669,14.0,Page_View,/orders,2025-03-20 18:52:00+00:00,Mobile,11 days 22:06:03,True,5
1028,14.0,ADD TO CART,/cart,2025-03-26 13:42:00+00:00,Other,5 days 18:50:00,True,6
1422,14.0,search,/search,2025-05-11 01:26:28+00:00,Desktop,45 days 11:44:28,True,7
611,14.0,Logout,/cart,2025-06-03 10:40:00+00:00,Mobile,23 days 09:13:32,True,8
1027,14.0,SEARCH,/product/105,2025-06-20 15:53:00+00:00,Other,17 days 05:13:00,True,9
686,14.0,Click,/checkout,2025-07-16 21:15:03+00:00,Other,26 days 05:22:03,True,10
645,15.0,CLICK ,/account,2025-01-01 09:03:37+00:00,Desktop,,False,0
713,15.0,ADD TO CART,/products,2025-01-31 11:59:59+00:00,Mobile,30 days 02:56:22,True,1
976,15.0,Purchase,/products,2025-02-25 19:31:19+00:00,Mobile,25 days 07:31:20,True,2
411,15.0,Search,/product/105,2025-03-10 16:43:00+00:00,Mobile,12 days 21:11:41,True,3
576,15.0,CLICK ,/search,2025-04-06 21:10:33+00:00,Other,27 days 04:27:33,True,4
836,15.0,LOG OUT,/checkout,2025-04-22 01:15:14+00:00,Mobile,15 days 04:04:41,True,5
546,15.0,add-to-cart,/orders,2025-05-04 00:26:40+00:00,Mobile,11 days 23:11:26,True,6
1626,15.0,PURCHASE,/account,2025-05-16 22:38:25+00:00,Other,12 days 22:11:45,True,7
302,15.0,purchase,/checkout,2025-05-18 06:13:34+00:00,Desktop,1 days 07:35:09,True,8
1285,15.0,Purchase,/home,2025-05-18 07:51:08+00:00,Mobile,0 days 01:37:34,True,9
930,15.0,Add_To_Cart,/product/105,2025-05-21 00:11:00+00:00,Mobile,2 days 16:19:52,True,10
467,15.0,Page_View,/cart,2025-05-24 13:27:41+00:00,Desktop,3 days 13:16:41,True,11
977,15.0,Purchase,/help,2025-06-07 14:00:00+00:00,Desktop,14 days 00:32:19,True,12
184,15.0,Search,/home,2025-06-12 09:35:00+00:00,Mobile,4 days 19:35:00,True,13
1650,15.0,PURCHASE,/cart,2025-06-15 12:54:12+00:00,Mobile,3 days 03:19:12,True,14
1405,15.0, page_view,/account,2025-06-19 04:03:07+00:00,Mobile,3 days 15:08:55,True,15
1795,15.0,add-to-cart,/cart,2025-07-12 11:10:00+00:00,Mobile,23 days 07:06:53,True,16
1491,16.0,page_view,/product/101,2025-01-01 00:04:44+00:00,Other,,False,0
604,16.0,Purchase,/products,2025-01-03 21:17:00+00:00,Other,2 days 21:12:16,True,1
1610,16.0,click,/help,2025-01-07 11:31:00+00:00,Desktop,3 days 14:14:00,True,2
432,16.0,search,/cart,2025-01-15 04:20:29+00:00,Mobile,7 days 16:49:29,True,3
1771,16.0,page_view,/help,2025-01-24 12:36:48+00:00,Mobile,9 days 08:16:19,True,4
234,16.0,Purchase,/checkout,2025-01-28 04:27:41+00:00,Desktop,3 days 15:50:53,True,5
1226,16.0,Purchase,/product/101,2025-03-14 10:44:20+00:00,Desktop,45 days 06:16:39,True,6
1920,16.0,serach,/search,2025-04-05 08:45:00+00:00,Mobile,21 days 22:00:40,True,7
609,16.0,PAGEVIEW,/checkout,2025-04-13 20:20:00+00:00,Desktop,8 days 11:35:00,True,8
1218,16.0, purchase ,/account,2025-04-14 13:54:00+00:00,Desktop,0 days 17:34:00,True,9
1259,16.0,add-to-cart,/home,2025-04-14 18:12:00+00:00,Mobile,0 days 04:18:00,True,10
1809,16.0,PURCHASE,/product/105,2025-04-18 17:55:06+00:00,Mobile,3 days 23:43:06,True,11
391,16.0,Purchase,/checkout,2025-04-23 07:59:37+00:00,Mobile,4 days 14:04:31,True,12
1894,16.0,Click,/product/101,2025-05-02 18:41:17+00:00,Mobile,9 days 10:41:40,True,13
1352,16.0,search,/account,2025-05-08 07:57:25+00:00,Mobile,5 days 13:16:08,True,14
295,16.0,click,/account,2025-05-15 01:20:34+00:00,Mobile,6 days 17:23:09,True,15
1551,16.0,click,/home,2025-05-17 04:54:00+00:00,Desktop,2 days 03:33:26,True,16
1740,16.0,click,/account,2025-05-24 03:50:00+00:00,Desktop,6 days 22:56:00,True,17
657,16.0, page_view,/orders,2025-05-31 18:36:00+00:00,Mobile,7 days 14:46:00,True,18
1566,16.0,CLICK ,/product/105,2025-06-20 04:58:53+00:00,Other,19 days 10:22:53,True,19
1646,16.0,logout,/product/105,2025-06-26 17:26:51+00:00,Mobile,6 days 12:27:58,True,20
1025,16.0,log_out,/product/101,2025-07-13 23:21:00+00:00,Mobile,17 days 05:54:09,True,21
1844,16.0,CLICK ,/home,2025-07-17 18:52:27+00:00,Mobile,3 days 19:31:27,True,22
169,16.0, page_view,/product/105,2025-07-19 08:53:33+00:00,Other,1 days 14:01:06,True,23
1959,17.0,search,/account,2025-01-03 19:34:37+00:00,Mobile,,False,0
755,17.0,LOG OUT,/account,2025-02-05 10:35:00+00:00,Other,32 days 15:00:23,True,1
157,17.0,Search,/checkout,2025-02-26 11:14:00+00:00,Other,21 days 00:39:00,True,2
406,17.0,click,/home,2025-03-20 05:45:29+00:00,Mobile,21 days 18:31:29,True,3
84,17.0,Add_To_Cart,/cart,2025-04-03 08:05:23+00:00,Mobile,14 days 02:19:54,True,4
698,17.0,logout,/product/105,2025-04-12 15:43:34+00:00,Mobile,9 days 07:38:11,True,5
1380,17.0,logout,/products,2025-04-20 10:01:08+00:00,Mobile,7 days 18:17:34,True,6
618,17.0,Logout,/product/105,2025-04-20 23:29:19+00:00,Desktop,0 days 13:28:11,True,7
515,17.0,clik,/products,2025-05-07 09:15:13+00:00,Mobile,16 days 09:45:54,True,8
1762,17.0,logout,/checkout,2025-05-18 18:59:53+00:00,Mobile,11 days 09:44:40,True,9
1996,17.0,log_out,/home,2025-05-20 09:04:24+00:00,Mobile,1 days 14:04:31,True,10
1921,17.0, page_view,/account,2025-06-04 19:33:00+00:00,Mobile,15 days 10:28:36,True,11
1829,17.0,log_out,/orders,2025-06-05 01:26:57+00:00,Mobile,0 days 05:53:57,True,12
1086,17.0,PURCHASE,/help,2025-06-06 16:47:40+00:00,Mobile,1 days 15:20:43,True,13
310,17.0,Click,/product/101,2025-06-30 16:58:00+00:00,Mobile,24 days 00:10:20,True,14
1635,18.0,Click,/home,2025-02-04 10:25:36+00:00,Desktop,,False,0
1287,18.0, page_view,/search,2025-02-22 04:51:50+00:00,Mobile,17 days 18:26:14,True,1
841,18.0,Logout,/cart,2025-02-23 03:23:46+00:00,Mobile,0 days 22:31:56,True,2
14,18.0,PURCHASE,/product/105,2025-03-26 05:46:29+00:00,Desktop,31 days 02:22:43,True,3
56,18.0,PURCHASE,/help,2025-03-26 14:21:27+00:00,Mobile,0 days 08:34:58,True,4
933,18.0,Page_View,/cart,2025-03-28 12:41:00+00:00,Mobile,1 days 22:19:33,True,5
957,18.0,logout,/help,2025-04-15 00:20:39+00:00,Mobile,17 days 11:39:39,True,6
1553,18.0,Purchase,/home,2025-05-22 06:39:18+00:00,Mobile,37 days 06:18:39,True,7
820,18.0,SEARCH,/account,2025-06-15 15:24:30+00:00,Mobile,24 days 08:45:12,True,8
360,18.0,serach,/search,2025-06-28 19:59:27+00:00,Mobile,13 days 04:34:57,True,9
872,18.0,search,/checkout,2025-07-10 07:46:00+00:00,Mobile,11 days 11:46:33,True,10
1449,18.0, purchase ,/product/101,2025-07-12 16:28:38+00:00,Mobile,2 days 08:42:38,True,11
1513,18.0, page_view,/orders,2025-07-17 11:00:30+00:00,Mobile,4 days 18:31:52,True,12
1772,18.0,clik,/help,2025-07-17 18:46:29+00:00,Mobile,0 days 07:45:59,True,13
1459,18.0,Search,/home,2025-07-19 15:23:15+00:00,Other,1 days 20:36:46,True,14
851,19.0,search,/product/105,2025-01-10 05:43:00+00:00,Other,,False,0
438,19.0,Add_To_Cart,/product/105,2025-01-21 13:44:48+00:00,Mobile,11 days 08:01:48,True,1
1976,19.0,log_out,/product/105,2025-02-04 06:36:00+00:00,Desktop,13 days 16:51:12,True,2
400,19.0,log_out,/product/101,2025-02-04 14:46:12+00:00,Other,0 days 08:10:12,True,3
1589,19.0,serach,/product/105,2025-02-18 16:38:38+00:00,Mobile,14 days 01:52:26,True,4
1758,19.0,purchase,/product/101,2025-02-24 18:17:48+00:00,Mobile,6 days 01:39:10,True,5
1794,19.0,ADD TO CART,/product/105,2025-03-20 23:26:56+00:00,Other,24 days 05:09:08,True,6
1039,19.0,LOG OUT,/account,2025-04-09 03:54:00+00:00,Mobile,19 days 04:27:04,True,7
1500,19.0,serach,/product/101,2025-04-28 00:33:14+00:00,Other,18 days 20:39:14,True,8
1828,19.0,Page_View,/checkout,2025-05-21 12:30:26+00:00,Mobile,23 days 11:57:12,True,9
548,19.0,Click,/orders,2025-05-23 14:02:00+00:00,Desktop,2 days 01:31:34,True,10
762,19.0,search,/products,2025-06-02 03:06:00+00:00,Desktop,9 days 13:04:00,True,11
1011,19.0,page_view,/account,2025-06-07 03:15:00+00:00,Mobile,5 days 00:09:00,True,12
672,19.0,SEARCH,/home,2025-06-13 11:45:49+00:00,Other,6 days 08:30:49,True,13
323,19.0,search,/account,2025-07-06 14:18:40+00:00,Mobile,23 days 02:32:51,True,14
1858,19.0,log_out,/products,2025-07-16 07:01:00+00:00,Mobile,9 days 16:42:20,True,15
929,20.0,add_to_cart,/search,2025-01-26 15:35:00+00:00,Desktop,,False,0
1392,20.0,Logout,/account,2025-01-26 23:27:00+00:00,Mobile,0 days 07:52:00,True,1
1355,20.0,Logout,/products,2025-02-05 10:36:00+00:00,Mobile,9 days 11:09:00,True,2
989,20.0,Logout,/orders,2025-03-04 10:36:34+00:00,Desktop,27 days 00:00:34,True,3
1595,20.0,click,/products,2025-03-16 08:09:22+00:00,Mobile,11 days 21:32:48,True,4
