event_id,customer_id,event_type,page_url,event_timestamp,device_type
629,35.0,serach,,2025-02-13 15:00:06,tablet
945,79.0,click,/checkout,2025-02-25T13:17:47Z,MOBILE
573,24.0,PAGEVIEW,/home,08/01/2025 17:07,
908,99.0,serach,/product/105,2025-02-18T12:23:11Z,Mobile
1081,57.0,PURCHASE,/checkout,2025-04-13 04:46:33,Desktop
451,87.0,add_to_cart,/products,2025-05-14 15:50:29,desktop
1610,16.0,click,/help,07/01/2025 11:31,desktop
1291,41.0,pageview,/cart,2025-03-08 05:05:34,
1079,82.0,PURCHASE,/product/101,2025-01-06 13:51:19,Mobile
255,72.0, page_view,/products,16/01/2025 06:52,mobile
125,79.0,Click,/account,2025-06-26T09:08:11Z,Mobile
1928,84.0,serach,/account,07/06/2025 23:47,Desktop
252,44.0, purchase ,/product/105,12/07/2025 11:23,desktop
586,78.0,SEARCH,/home,14/03/2025 11:50,Mobile
1569,74.0,Add_To_Cart,/product/105,03/03/2025 04:46,MOBILE
825,33.0,SEARCH,/product/105,2025-02-11 13:52:33,mobile
508,27.0,Click,/account,18/05/2025 06:05,MOBILE
890,, purchase ,/checkout,2025-07-02T03:28:14Z,Mobile
71,54.0,log_out,/account,2025-06-12T17:44:58Z,MOBILE
1609,78.0,PURCHASE,/cart,2025-05-12T21:46:50Z,Tablet
1533,30.0,page_view,/home,15/03/2025 21:39,Mobile
248,87.0,purchase,/orders,04/05/2025 11:39,desktop
1451,97.0,Search,/product/105,2025-01-28T07:13:30Z,tablet
213,93.0,ADD TO CART,/product/101,2025-03-02 03:18:39,Desktop
910,36.0,purchase,/cart,2025-01-15T18:52:01Z,
1742,61.0,SEARCH,/orders,01/03/2025 06:25,
1245,25.0,purchase,/product/105,19/07/2025 15:35,tablet
1697,45.0, purchase ,/product/101,2025-04-19 05:11:54,mobile
1183,78.0,ADD TO CART,/product/105,2025-05-22 18:20:48,MOBILE
362,35.0,LOG OUT,/home,2025-05-26 15:45:23,
1474,45.0,serach,/orders,2025-05-22 11:52:40,Tablet
679,95.0,Purchase,/cart,2025-06-14 16:52:57,
1622,67.0,add_to_cart,/product/105,2025-01-03 18:28:08,MOBILE
1090,32.0,Search,/search,11/01/2025 04:56,tablet
85,32.0,CLICK ,/account,09/03/2025 13:46,
1848,22.0,PAGEVIEW,/cart,02/03/2025 19:02,
988,36.0,PURCHASE,/products,2025-07-11T02:20:49Z,tablet
1513,18.0, page_view,/orders,2025-07-17 11:00:30,Mobile
112,23.0, purchase ,/orders,2025-03-05 03:29:06,mobile
1488,12.0,log_out,/cart,2025-02-03T06:53:35Z,Desktop
1454,90.0,pageview,/account,17/01/2025 15:48,mobile
384,6.0,Search,/cart,28/01/2025 20:44,mobile
1396,58.0,log_out,/home,2025-02-14 14:04:10,Tablet
1055,20.0,Logout,/search,17/07/2025 05:32,Mobile
756,54.0, page_view,,2025-02-09T11:53:52Z,Tablet
325,76.0, purchase ,/search,2025-06-03T00:15:56Z,desktop
1624,61.0,Click,/home,11/01/2025 09:17,desktop
788,11.0,Click,/account,11/05/2025 10:03,Tablet
369,97.0,Purchase,/search,12/02/2025 06:36,Mobile
1820,44.0,Page_View,/orders,2025-04-25 15:21:51,MOBILE
70,87.0,add_to_cart,/product/101,03/03/2025 09:07,MOBILE
858,68.0,log_out,/orders,2025-03-23T08:12:53Z,desktop
1484,27.0,add_to_cart,/search,2025-02-25T14:45:50Z,mobile
1556,,Page_View,/home,2025-07-02 22:09:14,MOBILE
1692,87.0, purchase ,/products,2025-07-19 19:22:41,Mobile
1475,66.0,click,/orders,01/03/2025 16:20,Tablet
1799,,page_view,/home,2025-02-11T11:19:12Z,desktop
479,88.0,add-to-cart,/search,2025-02-04T08:11:43Z,Tablet
282,69.0,clik,/orders,14/03/2025 10:26,mobile
1648,80.0,SEARCH,/product/101,2025-07-08 03:31:06,MOBILE
1557,64.0,click,/product/105,2025-02-19 01:57:49,
1730,97.0,purchase,/checkout,2025-03-16 14:42:15,Tablet
211,96.0,SEARCH,/product/105,2025-06-15 16:09:10,Desktop
298,90.0,clik,/orders,2025-04-12T20:36:12Z,
1885,23.0,PURCHASE,/products,2025-01-01T19:21:14Z,Tablet
1834,24.0,Purchase,/search,2025-02-16 01:45:11,MOBILE
652,91.0,Search,/help,2025-06-28 15:18:57,Desktop
1234,97.0,ADD TO CART,/home,10/06/2025 02:30,
1503,31.0,Page_View,/account,2025-07-15T11:29:54Z,
1932,30.0,click,/help,2025-04-20 13:38:51,desktop
917,3.0,Page_View,/checkout,2025-07-05T07:19:53Z,Desktop
994,60.0,click,/account,2025-04-30T14:56:56Z,MOBILE
430,1.0,add-to-cart,/products,2025-03-15T13:11:31Z,Desktop
1371,,add_to_cart,/orders,2025-01-20T03:58:30Z,
240,30.0,search,/checkout,01/01/2025 05:05,Tablet
880,88.0,ADD TO CART,/orders,20/07/2025 13:03,desktop
400,55.0,Add_To_Cart,/orders,07/03/2025 12:29,desktop
257,84.0,CLICK ,/checkout,11/05/2025 15:49,mobile
612,82.0,SEARCH,/search,05/01/2025 19:58,tablet
545,42.0,page_view,/product/105,2025-06-02T18:15:31Z,
772,,search,/checkout,2025-05-26T10:57:14Z,mobile
1420,,serach,/orders,2025-04-26 12:17:48,
1042,73.0,clik,/help,10/04/2025 23:16,desktop
1790,53.0,CLICK ,/products,02/02/2025 14:42,
619,,search,/help,2025-07-10T23:08:29Z,Tablet
383,39.0,search,/checkout,29/03/2025 02:53,Desktop
1104,74.0,search,/products,2025-03-24T07:10:25Z,desktop
974,92.0,pageview,/cart,2025-01-24 23:12:46,MOBILE
353,77.0,logout,/search,2025-04-14T02:38:06Z,tablet
1606,73.0,purchase,/help,02/05/2025 06:04,
1826,50.0,Logout,/checkout,12/07/2025 12:43,MOBILE
1037,57.0,Click,,2025-02-18T18:19:58Z,
1108,94.0,PURCHASE,/search,2025-03-18T15:20:34Z,Desktop
495,, purchase ,/search,10/03/2025 19:42,Mobile
394,92.0,PAGEVIEW,/checkout,2025-05-23T07:12:07Z,mobile
930,15.0,Add_To_Cart,/product/105,21/05/2025 00:11,MOBILE
465,99.0,logout,/orders,2025-04-29T04:15:09Z,desktop
887,10.0,serach,,2025-05-19 19:58:09,tablet
1194,24.0,Add_To_Cart,/orders,2025-01-24T19:03:36Z,MOBILE
367,36.0,add_to_cart,/products,01/06/2025 23:09,Tablet
1894,16.0,Click,/product/101,2025-05-02 18:41:17,Mobile
1874,60.0,Logout,/account,2025-06-27T01:26:01Z,MOBILE
745,34.0,page_view,/account,12/07/2025 09:10,tablet
530,31.0,Logout,/checkout,2025-06-20 22:36:43,tablet
370,85.0,PAGEVIEW,/product/101,2025-03-14T16:42:49Z,MOBILE
1224,86.0, purchase ,/checkout,20/03/2025 09:41,tablet
1979,3.0,add_to_cart,/products,2025-02-18 07:48:51,
1906,69.0,purchase,/account,2025-06-14T08:42:14Z,mobile
1700,1.0,Page_View,/cart,2025-03-31T06:06:10Z,Mobile
1545,24.0,log_out,/cart,12/01/2025 07:53,MOBILE
1314,74.0,LOG OUT,/product/105,2025-05-16 15:21:53,MOBILE
307,51.0,PAGEVIEW,/checkout,2025-03-19 07:32:17,desktop
1667,66.0,logout,/products,07/06/2025 14:09,desktop
863,61.0,click,,2025-02-12T02:08:32Z,tablet
1567,72.0,Add_To_Cart,/products,2025-05-12T20:56:02Z,
531,32.0,Logout,/checkout,07/02/2025 22:27,mobile
655,20.0,Purchase,/home,2025-04-12T15:19:44Z,MOBILE
1260,83.0,Search,/product/101,2025-03-01T07:47:02Z,mobile
234,16.0,Purchase,/checkout,2025-01-28T04:27:41Z,desktop
121,4.0,Add_To_Cart,/help,07/05/2025 17:19,Mobile
1698,43.0,SEARCH,/search,08/03/2025 15:19,desktop
950,74.0,serach,/orders,22/01/2025 06:47,desktop
618,17.0,Logout,/product/105,2025-04-20 23:29:19,Desktop
1179,49.0,purchase,/products,2025-03-07T15:29:59Z,desktop
308,4.0,Add_To_Cart,/product/101,2025-04-11T21:08:05Z,tablet
136,6.0,PURCHASE,/product/105,2025-05-25T01:09:48Z,mobile
555,88.0,Add_To_Cart,/products,2025-06-10 09:51:45,Desktop
1674,70.0,Purchase,/account,2025-03-05 13:35:19,Mobile
584,34.0,add_to_cart,/cart,12/05/2025 17:41,Desktop
1641,34.0,log_out,/products,02/05/2025 20:40,Tablet
671,95.0,log_out,/search,2025-03-08T00:43:32Z,MOBILE
835,49.0,search,/orders,10/04/2025 12:44,tablet
110,46.0,clik,/cart,2025-01-31T02:10:51Z,desktop
1165,86.0,SEARCH,/orders,18/01/2025 21:11,mobile
1960,76.0,Page_View,/home,02/03/2025 20:01,MOBILE
1465,44.0,pageview,/search,2025-03-20T10:14:12Z,Mobile
1729,66.0,Purchase,/product/105,2025-06-08T01:45:00Z,Tablet
1243,46.0,CLICK ,/home,2025-06-08 02:04:10,Tablet
212,33.0,click,/orders,2025-05-21 02:18:42,desktop
1768,36.0,click,/product/101,12/02/2025 06:47,MOBILE
1121,8.0,CLICK ,/product/105,2025-04-19 22:52:54,desktop
680,63.0,pageview,/search,2025-04-01T03:00:22Z,MOBILE
1951,93.0,SEARCH,/product/105,2025-02-21 21:54:58,tablet
1839,4.0, purchase ,/home,21/01/2025 12:59,Mobile
412,45.0,logout,/search,23/06/2025 17:57,Tablet
1325,77.0,log_out,/help,2025-04-07T21:18:53Z,
783,92.0,Logout,/product/105,2025-01-20 15:03:13,Desktop
1346,22.0,add_to_cart,/product/101,2025-03-17 16:02:52,tablet
875,20.0,clik,/cart,2025-06-12T02:33:54Z,Desktop
1653,88.0,LOG OUT,/product/105,2025-04-25T15:16:39Z,MOBILE
1279,27.0,add-to-cart,/home,2025-02-27 19:08:02,Desktop
786,52.0,add-to-cart,/product/101,28/05/2025 20:06,mobile
1819,36.0,PURCHASE,/product/101,30/05/2025 13:54,
1199,49.0,add-to-cart,/orders,2025-06-23T12:35:34Z,tablet
808,55.0, purchase ,/home,2025-01-07 13:05:48,desktop
713,15.0,ADD TO CART,/products,2025-01-31 11:59:59,Mobile
1991,2.0,Logout,/product/101,2025-07-18 13:18:13,MOBILE
1660,69.0,Click,/products,2025-01-22 05:54:09,MOBILE
1191,56.0,purchase,/account,28/02/2025 08:23,
1226,16.0,Purchase,/product/101,2025-03-14T10:44:20Z,Desktop
603,11.0,clik,/product/101,2025-03-13 05:10:53,mobile
271,60.0,PAGEVIEW,/products,07/02/2025 01:17,mobile
1385,37.0,pageview,/product/105,2025-02-14 22:34:51,MOBILE
232,62.0,PURCHASE,/help,14/07/2025 22:36,MOBILE
50,58.0,add-to-cart,/account,2025-05-30T21:24:05Z,desktop
463,70.0, purchase ,/cart,2025-04-27 21:48:35,Mobile
1106,21.0, page_view,/checkout,16/01/2025 19:48,mobile
856,66.0,SEARCH,/product/105,2025-05-30 01:42:46,tablet
694,76.0,Add_To_Cart,/cart,2025-04-09 02:56:06,mobile
1552,78.0,log_out,/product/101,2025-03-12 10:56:19,mobile
485,79.0,search,/help,2025-04-05 06:34:39,MOBILE
527,69.0,Search,/orders,2025-03-14T06:05:32Z,desktop
174,12.0,Add_To_Cart,/products,2025-04-27T08:53:24Z,
721,54.0,click,/product/101,2025-06-28T22:09:24Z,Mobile
415,54.0,search,/cart,2025-01-06T07:53:33Z,Tablet
238,56.0,Add_To_Cart,/checkout,10/01/2025 23:24,
1473,94.0,click,/product/105,28/02/2025 23:48,Tablet
1336,8.0,Purchase,/products,2025-02-19 19:21:52,Mobile
1064,27.0,logout,/home,22/02/2025 22:07,Mobile
24,9.0,purchase,/cart,2025-07-16T04:49:41Z,tablet
1767,36.0,log_out,/cart,2025-01-11 16:10:07,
64,4.0,add-to-cart,/products,06/07/2025 04:22,
290,99.0,SEARCH,/checkout,2025-04-25 12:00:46,desktop
189,78.0,CLICK ,/account,2025-03-17 14:51:08,tablet
702,7.0,Click,/orders,16/06/2025 11:40,Tablet
1815,28.0,search,/help,2025-02-26T18:08:18Z,desktop
1138,36.0,add-to-cart,/account,2025-02-10 03:03:23,Desktop
355,38.0,log_out,/product/105,2025-03-23T09:36:50Z,desktop
417,40.0,Add_To_Cart,/search,15/03/2025 01:09,
1246,48.0,page_view,/search,27/05/2025 11:01,Tablet
931,94.0,log_out,/orders,2025-05-06 21:47:37,Desktop
197,26.0,CLICK ,/search,2025-06-24T02:11:11Z,
580,67.0,ADD TO CART,/orders,2025-07-03T15:30:17Z,tablet
1135,87.0,LOG OUT,/checkout,15/06/2025 20:14,Desktop
1814,50.0,purchase,/product/105,12/01/2025 20:33,MOBILE
1935,1.0,add-to-cart,/cart,2025-02-11T10:14:04Z,Desktop
434,24.0,Logout,/orders,22/03/2025 21:51,Tablet
101,47.0,Click,/home,2025-07-02 23:41:26,Tablet
1655,21.0,Logout,/home,2025-04-13 11:34:05,MOBILE
395,98.0,Logout,/search,2025-06-18 06:17:03,mobile
1939,37.0,PAGEVIEW,/search,2025-04-24 23:34:26,Desktop
221,6.0,Purchase,/products,2025-03-01T01:42:13Z,Tablet
1676,94.0,Add_To_Cart,/search,06/07/2025 02:33,Mobile
1498,91.0,CLICK ,/home,2025-05-19T10:06:25Z,desktop
1785,12.0,Search,/product/105,2025-02-02T18:47:59Z,tablet
345,91.0,Logout,/product/101,2025-06-06 10:34:28,MOBILE
1028,14.0,ADD TO CART,/cart,26/03/2025 13:42,Tablet
889,74.0,add-to-cart,/products,15/04/2025 17:17,
1351,74.0,search,/search,31/05/2025 17:46,tablet
553,90.0,purchase,/products,21/06/2025 14:43,tablet
744,82.0,click,/cart,18/03/2025 22:28,
1542,13.0,search,,2025-04-18 21:02:22,Mobile
539,51.0, page_view,/cart,2025-02-12T22:01:36Z,desktop
907,72.0,SEARCH,/products,2025-04-22 20:22:11,Tablet
1395,51.0,pageview,/checkout,06/03/2025 18:51,mobile
116,58.0,pageview,/help,2025-06-15T09:31:26Z,
830,10.0,CLICK ,/account,2025-05-20T22:57:07Z,
1938,67.0,clik,/home,07/07/2025 05:51,desktop
809,75.0,CLICK ,/home,2025-04-11 04:25:42,
388,27.0,pageview,/products,2025-04-17T03:35:08Z,
1005,89.0,page_view,/help,2025-07-09T21:18:23Z,tablet
306,69.0,clik,/orders,2025-01-06T01:15:59Z,desktop
1101,14.0,Page_View,/product/105,2025-01-21 05:05:45,Mobile
480,26.0,Add_To_Cart,/account,2025-05-27T07:01:01Z,Desktop
1424,91.0,pageview,/account,17/05/2025 16:43,tablet
1076,1.0,logout,/account,2025-01-31 07:48:40,
571,61.0,PURCHASE,/help,27/03/2025 19:19,MOBILE
619,23.0,ADD TO CART,/help,12/06/2025 06:17,mobile
1898,8.0,log_out,/products,2025-04-13 21:46:28,tablet
1266,29.0,SEARCH,/search,11/03/2025 05:30,MOBILE
79,36.0,Click,/product/105,2025-03-24T07:48:53Z,tablet
1912,12.0,logout,/account,25/06/2025 03:46,mobile
33,72.0,Purchase,/account,22/02/2025 10:41,Tablet
1538,6.0,clik,/orders,2025-06-24 04:45:56,Desktop
1034,82.0,Click,/orders,21/05/2025 20:20,Tablet
1563,6.0,serach,/product/101,2025-05-12 12:23:23,desktop
352,56.0,Add_To_Cart,/product/101,2025-01-20T23:59:45Z,
164,39.0,PURCHASE,/account,04/02/2025 10:57,Desktop
204,11.0,click,/products,11/06/2025 06:55,mobile
1054,73.0,Page_View,/product/105,08/05/2025 05:34,mobile
1365,96.0,ADD TO CART,/cart,15/05/2025 12:29,Desktop
1967,53.0,Purchase,/cart,08/01/2025 14:00,MOBILE
496,58.0,Search,/product/105,2025-06-14 09:20:51,mobile
1625,9.0,Logout,/help,08/01/2025 04:57,mobile
1966,88.0, page_view,/help,2025-03-22 22:26:24,Desktop
1963,64.0,SEARCH,/cart,11/06/2025 18:08,desktop
611,14.0,Logout,/cart,03/06/2025 10:40,MOBILE
433,7.0,PURCHASE,/home,2025-05-16T20:59:04Z,Desktop
1492,49.0,pageview,/help,23/05/2025 21:30,mobile
219,99.0,Add_To_Cart,/search,2025-01-24 12:23:32,Desktop
1931,96.0,Search,/cart,2025-03-26 19:45:41,Mobile
1466,32.0,ADD TO CART,/account,2025-07-20 04:54:40,tablet
631,58.0,Click,/product/105,16/02/2025 06:16,
1382,9.0,ADD TO CART,,2025-02-22T20:40:27Z,MOBILE
1302,6.0,add-to-cart,/product/101,2025-07-12 11:48:18,MOBILE
60,39.0,Search,/account,2025-01-19T14:38:30Z,tablet
299,10.0,PURCHASE,/help,21/06/2025 13:27,Desktop
1711,94.0,logout,/products,28/01/2025 11:27,Desktop
74,29.0,Add_To_Cart,/orders,19/07/2025 14:36,
2,81.0,CLICK ,/cart,2025-04-09 16:37:19,mobile
1275,31.0,PAGEVIEW,/help,2025-06-11T07:02:30Z,desktop
1594,98.0,add-to-cart,/search,2025-04-24 08:08:09,Desktop
1434,77.0,logout,/help,04/01/2025 02:45,MOBILE
1613,26.0,add-to-cart,/home,2025-03-26 01:01:26,Tablet
592,73.0,SEARCH,/products,2025-06-22T17:11:02Z,
317,91.0,logout,/search,11/01/2025 07:33,Mobile
46,13.0,Page_View,/product/105,2025-06-27 18:30:17,mobile
1720,35.0,clik,/search,2025-02-10 16:25:33,mobile
1832,33.0,Add_To_Cart,/checkout,2025-01-15T23:30:32Z,
428,53.0,add-to-cart,/product/101,2025-07-01 18:48:58,Desktop
582,48.0,Page_View,/products,2025-05-13 11:14:37,
77,76.0,serach,/product/101,2025-07-20 06:52:13,Tablet
1148,35.0,purchase,/product/105,16/06/2025 14:00,Desktop
1415,80.0,search,/account,2025-06-01 00:26:14,MOBILE
781,22.0,log_out,/products,07/02/2025 18:56,
1920,16.0,serach,/search,05/04/2025 08:45,MOBILE
1174,12.0,add_to_cart,/cart,2025-03-11 09:38:32,Tablet
1320,33.0,add_to_cart,/account,16/02/2025 13:36,
938,44.0,SEARCH,/product/105,07/06/2025 23:55,Mobile
31,76.0,clik,/orders,2025-03-30T20:42:24Z,Tablet
1092,11.0,Page_View,/product/101,2025-06-23 12:58:09,Desktop
1616,,ADD TO CART,/products,2025-02-11 14:26:43,tablet
1230,22.0,purchase,/search,2025-03-27 04:02:56,Desktop
975,8.0,clik,/search,2025-07-20T01:20:50Z,mobile
1085,96.0,clik,/help,20/02/2025 04:26,Desktop
515,17.0,clik,/products,2025-05-07T09:15:13Z,Mobile
1551,99.0,clik,/orders,2025-06-29 19:54:13,
1568,77.0,logout,/help,07/02/2025 20:15,mobile
1811,38.0,Click,/account,2025-02-11 03:25:37,tablet
1574,9.0,Add_To_Cart,/products,2025-03-15T11:01:34Z,Mobile
45,49.0,purchase,/home,2025-01-22T15:54:27Z,Tablet
1257,22.0,log_out,/home,2025-02-13 03:53:56,MOBILE
169,16.0, page_view,/product/105,2025-07-19 08:53:33,Tablet
304,90.0, page_view,/home,2025-06-19T08:42:54Z,Tablet
991,30.0,Add_To_Cart,/cart,2025-07-11T00:08:07Z,tablet
556,47.0,Purchase,/home,13/06/2025 12:07,
1925,95.0, purchase ,/search,17/02/2025 11:58,Mobile
608,6.0,PAGEVIEW,/checkout,2025-02-18T19:13:59Z,tablet
1619,33.0,add_to_cart,/account,2025-06-04T18:15:48Z,Desktop
758,82.0,Search,/account,2025-05-13 05:27:14,MOBILE
256,97.0,click,/home,2025-05-12 18:03:30,desktop
583,44.0, purchase ,/account,2025-05-08 10:17:24,MOBILE
1519,33.0,purchase,/account,2025-01-23T19:50:46Z,MOBILE
528,97.0,page_view,/orders,2025-03-03T09:46:27Z,mobile
343,98.0,CLICK ,/product/105,12/03/2025 17:20,mobile
1737,59.0,Logout,/help,2025-02-24T00:36:26Z,Mobile
368,34.0,clik,/product/101,2025-01-09T10:05:09Z,MOBILE
186,25.0, page_view,/home,22/06/2025 18:07,
1117,74.0,Click,/product/105,2025-05-01 00:20:32,tablet
1755,61.0,serach,/search,31/01/2025 00:51,Tablet
1426,57.0, purchase ,/account,2025-01-21T11:37:04Z,Desktop
301,48.0,search,/products,04/03/2025 19:59,Mobile
1904,77.0,LOG OUT,/orders,2025-01-01T11:16:38Z,MOBILE
833,54.0,logout,/orders,2025-02-03 08:46:02,Mobile
544,53.0,pageview,/checkout,2025-07-02 01:19:24,Tablet
1601,36.0,PAGEVIEW,/checkout,2025-01-19T05:59:40Z,mobile
351,52.0,Click,/orders,2025-05-04 12:04:21,tablet
1933,80.0,logout,/checkout,2025-02-03T00:05:30Z,Tablet
1511,59.0,CLICK ,/search,2025-05-09T05:58:35Z,Tablet
979,81.0,clik,/home,2025-05-11 15:31:10,mobile
176,87.0,log_out,/checkout,25/06/2025 23:57,
483,35.0, purchase ,/product/101,22/02/2025 19:13,Desktop
1413,70.0,Add_To_Cart,/product/105,2025-03-08 02:56:47,Mobile
1611,73.0,add-to-cart,/home,01/01/2025 04:26,tablet
124,44.0,Click,/account,2025-05-05T20:20:11Z,
600,53.0,logout,/checkout,27/01/2025 16:49,tablet
1795,15.0,add-to-cart,/cart,12/07/2025 11:10,MOBILE
1471,89.0,LOG OUT,/products,2025-02-10 08:23:49,
1379,66.0,SEARCH,/orders,07/07/2025 18:27,desktop
1186,77.0,Purchase,/product/105,21/01/2025 13:45,MOBILE
486,8.0,clik,/checkout,2025-06-21 19:45:47,Mobile
332,30.0,click,,2025-06-10 03:47:54,tablet
789,84.0,Purchase,/cart,2025-02-15T19:17:33Z,
195,66.0,SEARCH,/home,10/04/2025 13:50,
638,95.0,Purchase,/help,09/07/2025 19:50,tablet
472,76.0,LOG OUT,/products,19/04/2025 15:43,MOBILE
1714,44.0,logout,/home,17/05/2025 19:35,Desktop
323,19.0,search,/account,2025-07-06 14:18:40,mobile
1197,66.0,logout,/account,2025-01-13 15:09:54,Desktop
267,92.0, purchase ,/product/105,2025-04-19T20:15:33Z,desktop
1544,79.0,ADD TO CART,/search,25/05/2025 17:50,Tablet
1804,97.0,CLICK ,/help,2025-01-14 23:32:16,desktop
30,27.0,search,/help,2025-05-18 05:23:20,
1738,52.0,search,/help,10/05/2025 17:48,
1593,72.0,Search,/products,2025-05-07T21:50:53Z,tablet
1564,100.0,ADD TO CART,/home,21/04/2025 12:12,Desktop
481,60.0,Search,/home,2025-04-20 19:16:09,Tablet
1757,59.0,clik,/home,07/02/2025 07:48,MOBILE
1913,61.0,click,,2025-02-04 00:15:39,
1441,11.0,purchase,/products,2025-05-11T15:43:52Z,desktop
1461,72.0,clik,/checkout,2025-07-01T20:08:06Z,desktop
888,78.0,add-to-cart,/orders,2025-03-19 08:29:12,desktop
423,42.0,Search,/help,2025-07-20 08:12:01,
1675,25.0,Logout,/product/105,2025-07-03T19:09:06Z,
1450,80.0,PAGEVIEW,/products,2025-01-29T18:57:48Z,Desktop
765,44.0,purchase,/product/101,2025-03-07 03:12:38,
520,38.0,log_out,/products,2025-04-04 10:52:08,Desktop
1432,49.0,SEARCH,/products,08/04/2025 03:09,desktop
614,80.0,CLICK ,/search,2025-02-08 12:13:41,Desktop
1531,28.0,CLICK ,/help,12/06/2025 19:21,desktop
1783,81.0,add_to_cart,/cart,2025-04-12 03:56:02,
1659,86.0,Page_View,/product/105,2025-02-27 20:34:48,Mobile
454,40.0,purchase,/help,2025-06-18T17:43:34Z,
375,97.0,Purchase,/checkout,2025-07-05T11:08:44Z,mobile
535,53.0,ADD TO CART,/home,31/01/2025 11:19,desktop
966,77.0,Click,/orders,2025-02-26T11:36:23Z,desktop
1285,15.0,Purchase,/home,2025-05-18 07:51:08,Mobile
1740,16.0,click,/account,24/05/2025 03:50,desktop
262,50.0,CLICK ,/search,2025-02-03 16:53:10,Mobile
536,19.0,log_out,/home,2025-03-20T09:13:11Z,
969,66.0,log_out,/search,2025-02-13T11:41:09Z,
241,52.0,logout,/products,2025-05-21T09:46:53Z,Tablet
820,18.0,SEARCH,/account,2025-06-15T15:24:30Z,MOBILE
693,47.0,page_view,/home,2025-07-17T04:21:23Z,Tablet
421,,SEARCH,/cart,2025-03-16T18:42:09Z,
1086,17.0,PURCHASE,/help,2025-06-06 16:47:40,mobile
1999,70.0,pageview,/search,2025-04-12T03:03:53Z,Mobile
366,85.0,search,/cart,02/02/2025 16:04,desktop
1023,45.0,Add_To_Cart,/account,2025-07-09 18:43:09,
1241,10.0,page_view,/product/105,17/07/2025 08:11,Tablet
589,4.0,Logout,/cart,03/01/2025 15:51,Tablet
737,10.0,PURCHASE,/search,2025-07-15 14:41:59,mobile
1762,17.0,logout,/checkout,2025-05-18 18:59:53,MOBILE
942,36.0,Purchase,/orders,2025-01-11 02:20:23,MOBILE
72,63.0,CLICK ,/search,2025-04-02 00:31:08,tablet
1408,27.0,Search,/search,2025-06-20 09:49:33,MOBILE
260,53.0,Page_View,/product/105,2025-07-10 22:47:05,MOBILE
52,1.0,PURCHASE,/cart,2025-01-23T05:27:28Z,
199,42.0,SEARCH,/search,2025-05-21T11:04:50Z,Tablet
1789,81.0,SEARCH,/search,08/03/2025 07:22,mobile
651,68.0,Add_To_Cart,/orders,2025-02-03T10:48:50Z,Mobile
333,43.0,Search,/home,2025-06-26 09:16:50,desktop
1360,26.0,Search,/home,2025-04-26 08:24:49,mobile
594,22.0, purchase ,/product/101,2025-02-03T17:26:30Z,mobile
1392,20.0,Logout,/account,26/01/2025 23:27,mobile
1801,13.0,serach,/home,2025-02-21 05:03:44,mobile
1315,53.0,Search,/product/105,10/05/2025 04:04,desktop
1112,51.0,LOG OUT,/product/105,05/06/2025 23:31,MOBILE
1007,48.0,ADD TO CART,/home,2025-03-26 00:56:30,MOBILE
1327,99.0,Add_To_Cart,/product/101,2025-01-28 05:53:49,desktop
427,77.0,CLICK ,/search,2025-05-15T10:04:59Z,tablet
1559,57.0,add-to-cart,/help,2025-05-18 07:08:49,Mobile
1294,44.0,SEARCH,/orders,07/04/2025 18:07,MOBILE
