order_id,customer_id,product_id,order_date,quantity,unit_price,payment_status
1262,80,101,2028-02-06,3,249.0,Pending
1263,1,110,2025-03-05,3,499.0,Paid
1264,10,105,2026-03-16,3,1999.0,Paid
1265,68,104,2026-03-26,2,89.0,Pending
1266,51,109,2027-03-27,5,2499.0,Failed
1267,53,105,2026-07-20,4,1999.0,Refunded
1268,47,106,2025-07-08,1,349.0,Paid
1269,35,103,2026-03-24,2,1299.0,Pending
1270,64,107,2027-05-29,5,799.0,Paid
1271,54,101,2026-09-09,3,249.0,Paid
1272,75,106,2027-05-17,3,349.0,Paid
1273,53,106,2027-11-17,1,349.0,Paid
1274,35,101,2027-05-03,5,249.0,Failed
1275,96,106,2028-01-03,5,349.0,Paid
1276,27,108,2026-04-01,3,149.0,Paid
1277,69,103,2026-04-03,1,1299.0,Failed
1278,83,108,2026-03-24,1,149.0,Paid
1279,27,103,2027-07-31,4,1299.0,Paid
1280,95,109,2028-04-14,4,2499.0,Paid
1281,64,107,2025-12-13,1,799.0,Pending
1282,19,107,2026-09-13,3,799.0,Paid
1283,13,104,2025-09-22,4,89.0,Paid
1284,36,106,2026-05-13,1,349.0,Refunded
1285,72,109,2027-06-30,3,2499.0,Paid
1286,16,104,2025-09-23,1,89.0,Failed
1287,16,102,2026-03-25,2,599.0,Paid
1288,58,101,2027-11-09,1,249.0,Pending
1289,24,103,2026-01-21,5,1299.0,Paid
1290,9,104,2027-09-25,5,89.0,Paid
1291,73,106,2025-09-18,2,349.0,Pending
1292,65,101,2026-05-19,3,249.0,Pending
1293,98,103,2025-01-12,5,1299.0,Paid
1294,3,102,2025-02-07,1,599.0,Paid
1295,88,104,2027-04-02,5,89.0,Paid
1296,77,105,2025-04-20,1,1999.0,Paid
1297,65,109,2025-11-21,1,2499.0,Paid
1298,39,108,2027-06-15,3,149.0,Paid
1299,58,108,2026-06-27,5,149.0,Paid
1300,59,101,2026-09-08,5,249.0,Paid
1301,34,101,2027-08-01,1,249.0,Refunded
1302,51,107,2027-05-03,1,799.0,Paid
1303,51,102,2027-06-15,1,599.0,Paid
1304,36,102,2026-02-12,2,599.0,Paid
1305,37,110,2027-01-10,5,499.0,Paid
1306,67,110,2027-05-01,5,499.0,Paid
1307,3,110,2026-01-12,4,499.0,Paid
1308,70,109,2026-03-01,2,2499.0,Paid
1309,19,107,2025-08-12,3,799.0,Pending
1310,65,107,2025-10-29,1,799.0,Paid
1311,12,105,2026-08-13,3,1999.0,Refunded
1312,11,102,2026-08-10,1,599.0,Pending
1313,2,107,2026-02-10,1,799.0,Paid
1314,46,103,2025-09-17,5,1299.0,Paid
1315,13,109,2026-04-06,3,2499.0,Paid
1316,57,106,2026-09-28,4,349.0,Pending
1317,43,105,2025-05-31,5,1999.0,Paid
1318,54,110,2025-11-15,5,499.0,Paid
1319,59,108,2026-10-21,2,149.0,Pending
1320,54,109,2026-07-25,3,2499.0,Paid
1321,81,110,2026-12-04,2,499.0,Pending
1322,60,110,2028-01-06,5,499.0,Paid
1323,52,101,2027-05-10,5,249.0,Failed
1324,51,101,2026-12-16,2,249.0,Paid
1325,82,106,2025-09-02,3,349.0,Paid
1326,51,110,2026-08-11,4,499.0,Paid
1327,80,101,2028-01-24,1,249.0,Paid
1328,13,107,2025-04-16,4,799.0,Paid
1329,18,106,2025-04-23,3,349.0,Paid
1330,79,110,2027-06-19,1,499.0,Failed
1331,26,103,2026-06-10,5,1299.0,Paid
1332,77,105,2025-01-15,4,1999.0,Paid
1333,48,110,2026-04-29,4,499.0,Paid
1334,8,109,2025-10-20,1,2499.0,Paid
1335,39,105,2026-06-06,5,1999.0,Paid
1336,13,105,2026-07-23,1,1999.0,Paid
1337,84,101,2027-12-05,1,249.0,Paid
1338,4,103,2026-04-20,3,1299.0,Paid
1339,43,101,2025-08-09,4,249.0,Paid
1340,5,103,2026-05-22,4,1299.0,Paid
1341,88,109,2026-11-22,5,2499.0,Pending
1342,7,102,2026-03-14,4,599.0,Pending
1343,63,107,2024-10-15,1,799.0,Paid
1344,70,106,2026-01-22,5,349.0,Paid
1345,87,107,2026-03-02,3,799.0,Paid
1346,42,106,2025-12-07,2,349.0,Pending
1347,69,108,2027-08-29,3,149.0,Paid
1348,31,104,2025-07-03,4,89.0,Paid
1349,95,102,2027-11-16,4,599.0,Failed
1350,81,104,2027-02-04,3,89.0,Pending
1351,79,109,2026-02-01,1,2499.0,Paid
1352,36,106,2026-03-31,3,349.0,Paid
1353,89,103,2028-03-26,2,1299.0,Paid
1354,4,104,2026-06-05,2,89.0,Paid
1355,86,102,2026-06-22,2,599.0,Refunded
1356,58,108,2027-12-11,4,149.0,Pending
1357,46,108,2026-04-17,5,149.0,Paid
1358,69,106,2027-09-05,3,349.0,Paid
1359,62,108,2025-02-28,4,149.0,Paid
1360,51,110,2026-12-24,1,499.0,Paid
1361,53,105,2026-04-18,4,1999.0,Paid
1362,80,106,2026-06-13,3,349.0,Paid
1363,36,110,2025-12-15,5,499.0,Paid
1364,55,110,2026-09-26,5,499.0,Refunded
1365,61,108,2026-01-26,5,149.0,Paid
1366,44,110,2025-11-20,4,499.0,Paid
1367,23,108,2024-12-29,1,149.0,Pending
1368,37,102,2026-03-19,5,599.0,Paid
1369,99,104,2026-03-04,4,89.0,Refunded
1370,9,109,2027-08-25,5,2499.0,Paid
1371,12,105,2026-10-13,4,1999.0,Paid
1372,33,110,2026-06-23,1,499.0,Pending
1373,88,106,2028-01-23,1,349.0,Paid
1374,17,107,2027-04-15,3,799.0,Paid
1375,20,110,2027-12-09,2,499.0,Paid
1376,24,103,2027-01-03,3,1299.0,Paid
1377,88,107,2028-02-01,2,799.0,Paid
1378,95,105,2026-08-23,5,1999.0,Paid
1379,1,103,2026-01-01,5,1299.0,Paid
1380,48,107,2026-11-04,5,799.0,Paid
1381,35,105,2027-01-12,2,1999.0,Refunded
1382,68,108,2026-09-12,2,149.0,Paid
1383,10,103,2026-05-03,1,1299.0,Paid
1384,20,109,2026-05-19,5,2499.0,Pending
1385,11,101,2026-10-03,3,249.0,Failed
1386,49,103,2026-10-02,5,1299.0,Paid
1387,82,103,2025-04-05,5,1299.0,Pending
1388,10,108,2026-06-01,1,149.0,Paid
1389,51,104,2028-02-08,4,89.0,Paid
1390,73,104,2026-04-27,5,89.0,Paid
1391,5,104,2027-03-19,3,89.0,Paid
1392,3,108,2026-03-20,4,149.0,Pending
1393,86,109,2025-09-15,5,2499.0,Paid
1394,50,104,2025-03-11,5,89.0,Paid
1395,17,101,2026-06-04,4,249.0,Failed
1396,28,102,2028-01-07,5,599.0,Pending
1397,45,102,2026-06-24,2,599.0,Paid
1398,66,103,2027-04-15,4,1299.0,Paid
1399,49,108,2025-08-23,3,149.0,Failed
1400,73,101,2026-03-23,4,249.0,Paid
1401,23,107,2025-06-25,1,799.0,Paid
1402,8,106,2025-04-11,1,349.0,Pending
1403,1,106,2026-11-26,2,349.0,Paid
1404,24,108,2026-03-06,2,149.0,Pending
1405,97,108,2026-02-02,5,149.0,Paid
1406,28,101,2026-09-08,3,249.0,Paid
1407,15,109,2025-11-04,5,2499.0,Paid
1408,99,105,2026-05-16,2,1999.0,Paid
1409,91,104,2026-03-29,4,89.0,Paid
1410,59,108,2026-09-16,1,149.0,Paid
1411,83,110,2026-10-10,5,499.0,Paid
1412,92,110,2027-09-02,2,499.0,Paid
1413,33,107,2026-05-06,1,799.0,Paid
1414,95,110,2027-01-30,4,499.0,Paid
1415,57,102,2027-06-19,5,599.0,Refunded
1416,91,109,2026-04-19,5,2499.0,Paid
1417,98,109,2026-01-18,1,2499.0,Paid
1418,79,101,2027-03-11,4,249.0,Refunded
1419,73,101,2025-10-09,3,249.0,Pending
1420,19,104,2025-12-10,1,89.0,Pending
1421,22,103,2027-03-08,1,1299.0,Paid
1422,70,103,2026-10-16,4,1299.0,Refunded
1423,67,103,2027-08-09,2,1299.0,Paid
1424,66,101,2027-02-17,3,249.0,Paid
1425,100,101,2025-06-24,3,249.0,Failed
1426,4,107,2027-02-25,5,799.0,Paid
1427,79,104,2025-12-22,3,89.0,Paid
1428,19,106,2025-02-08,3,349.0,Paid
1429,22,107,2027-04-13,4,799.0,Paid
1430,74,106,2025-12-09,2,349.0,Paid
1431,24,106,2026-10-08,5,349.0,Paid
1432,72,107,2026-09-11,1,799.0,Paid
1433,76,109,2026-02-14,3,2499.0,Paid
1434,70,106,2026-01-24,3,349.0,Paid
1435,54,107,2027-04-10,2,799.0,Paid
1436,68,108,2026-09-22,1,149.0,Paid
1437,45,110,2026-09-02,4,499.0,Paid
1438,43,102,2025-06-06,4,599.0,Paid
1439,42,103,2027-10-12,1,1299.0,Paid
1440,54,108,2027-04-15,1,149.0,Paid
1441,88,106,2026-11-28,3,349.0,Paid
1442,63,101,2026-04-05,5,249.0,Paid
1443,59,106,2026-03-23,3,349.0,Paid
1444,28,110,2026-09-05,2,499.0,Paid
1445,27,106,2027-03-10,3,349.0,Paid
1446,35,101,2026-05-02,2,249.0,Paid
1447,4,109,2026-10-17,1,2499.0,Paid
1448,21,108,2027-02-03,2,149.0,Refunded
1449,30,108,2026-08-30,2,149.0,Paid
1450,41,108,2025-12-03,2,149.0,Failed
1451,57,102,2026-11-02,3,599.0,Paid
1452,34,109,2025-12-17,5,2499.0,Paid
1453,64,103,2026-05-11,2,1299.0,Pending
1454,9,104,2027-08-09,1,89.0,Refunded
1455,66,104,2026-03-28,4,89.0,Paid
1456,78,110,2026-05-28,3,499.0,Paid
1457,51,103,2027-10-03,5,1299.0,Failed
1458,57,105,2025-10-10,4,1999.0,Refunded
1459,66,109,2027-03-11,4,2499.0,Pending
1460,29,102,2027-10-25,2,599.0,Refunded
1461,68,102,2027-07-17,4,599.0,Paid
1462,93,106,2027-10-06,2,349.0,Failed
1463,3,110,2026-02-28,2,499.0,Pending
1464,95,107,2026-10-08,5,799.0,Failed
1465,12,102,2025-11-22,5,599.0,Paid
1466,80,103,2026-10-01,3,1299.0,Failed
1467,24,106,2026-01-02,5,349.0,Failed
1468,98,105,2024-11-05,2,1999.0,Paid
1469,83,105,2026-12-02,2,1999.0,Paid
1470,67,109,2027-12-26,1,2499.0,Paid
1471,35,110,2026-06-27,5,499.0,Paid
1472,56,110,2028-01-16,5,499.0,Paid
1473,17,101,2027-04-21,1,249.0,Paid
1474,74,110,2026-08-27,3,499.0,Paid
1475,35,107,2027-08-14,5,799.0,Paid
1476,33,109,2026-12-03,3,2499.0,Paid
1477,24,108,2026-03-22,2,149.0,Pending
1478,73,105,2026-03-14,4,1999.0,Paid
1479,67,103,2026-06-06,4,1299.0,Paid
1480,38,104,2027-07-16,3,89.0,Paid
1481,41,106,2026-08-05,3,349.0,Refunded
1482,6,106,2026-06-21,5,349.0,Paid
1483,82,104,2025-09-12,4,89.0,Paid
1484,29,104,2027-06-19,2,89.0,Paid
1485,75,107,2026-11-30,5,799.0,Paid
1486,82,106,2025-04-02,5,349.0,Paid
1487,4,103,2026-03-29,4,1299.0,Refunded
1488,55,108,2026-10-01,3,149.0,Paid
1489,81,107,2026-05-25,5,799.0,Paid
1490,23,104,2025-06-30,5,89.0,Paid
1491,90,105,2026-02-08,4,1999.0,Paid
1492,16,108,2026-10-15,3,149.0,Paid
1493,75,107,2026-05-27,2,799.0,Failed
1494,6,107,2027-02-17,3,799.0,Paid
1495,41,110,2025-11-10,5,499.0,Paid
1496,72,105,2028-01-06,1,1999.0,Paid
1497,97,109,2026-01-14,3,2499.0,Pending
1498,54,110,2027-05-01,1,499.0,Paid
1499,43,107,2025-07-17,3,799.0,Pending
1500,95,109,2027-05-11,3,2499.0,Pending
